D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (16)\cell_84.png,12
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (16)\cell_85.png,E
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_1.png,S.No.
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_2.png,Plate ID
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_3.png,Thick
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_4.png,Width
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_5.png,Length
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_6.png,Unique ID
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_7.png,Quality Remark
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_8.png,1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_9.png,3419301ABO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_10.png,38
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_11.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_12.png,10700
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_13.png,CL-1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_14.png,01pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_15.png,2
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_16.png,2419558CDO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_17.png,38
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_18.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_19.png,10700
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_20.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_21.png,01pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_22.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_23.png,2419558DBO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_24.png,38
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_25.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_26.png,10700
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_27.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_28.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_29.png,3419300DBO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_30.png,38
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_31.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_32.png,10700
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_33.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_34.png,5
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_35.png,01pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_36.png,01pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_45.png,7
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_52.png,8
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_56.png,total
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_57.png,04pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\image (24)\cell_58.png,E6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_8.png,1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_9.png,3419297BCB
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_10.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_11.png,2600
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_12.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_13.png,E350B
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_14.png,03ps
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_15.png,2
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_16.png,2419553CCC
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_17.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_18.png,2600
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_19.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_20.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_21.png,03ps
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_22.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_23.png,2419553CCE
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_24.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_25.png,2600
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_26.png,1200
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_27.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_28.png,03ps
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_29.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_36.png,5
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_43.png,6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_50.png,7
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_53.png,total
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_57.png,8
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_64.png,9
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_68.png,09
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_71.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_78.png,11
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_85.png,12
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_92.png,13
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_99.png,14
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_106.png,15
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_113.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_120.png,17
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_127.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_134.png,19
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_141.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_148.png,21
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_155.png,22
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_162.png,23
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_169.png,24
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data10\cell_176.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_7.png,1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_8.png,2419553ACA
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_9.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_10.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_11.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_13.png,3pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_14.png,2
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_15.png,2419553ACB
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_16.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_17.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_18.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_20.png,3pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_21.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_22.png,3419392DDO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_23.png,40
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_24.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_25.png,9400
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_27.png,01pcs
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_28.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_35.png,5
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_42.png,6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_49.png,7
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_57.png,8
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_64.png,9
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_71.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_78.png,11
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_85.png,12
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_92.png,13
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_99.png,14
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_106.png,15
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_113.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_120.png,17
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_127.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_134.png,19
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_141.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_148.png,21
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_155.png,22
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_162.png,23
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_169.png,24
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_176.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data12\cell_183.png,26
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_8.png,1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_9.png,2418754BCB
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_10.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_11.png,2000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_12.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_13.png,E350BR
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_14.png,03
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_15.png,2
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_16.png,3418772BCB
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_17.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_18.png,2000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_19.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_20.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_21.png,06
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_22.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_23.png,3418772BCC
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_24.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_25.png,2000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_26.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_27.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_28.png,03
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_29.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_30.png,2419275ACC
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_31.png,12
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_32.png,1500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_33.png,11450
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_34.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_35.png,04
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_36.png,5
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_43.png,6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_50.png,7
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_57.png,8
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_64.png,9
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_71.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_78.png,11
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_85.png,12
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_92.png,13
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_99.png,14
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_106.png,15
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_113.png,16
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_120.png,17
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_127.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_134.png,19
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_141.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_148.png,21
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_155.png,22
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_162.png,23
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_169.png,24
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data13\cell_176.png,25
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_8.png,1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_9.png,3419076BDO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_10.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_11.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_12.png,10750
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_13.png,E410BO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_14.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_15.png,2
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_16.png,3419076BEO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_17.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_18.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_19.png,10750
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_20.png,E410BO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_21.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_22.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_23.png,3419076CEO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_24.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_25.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_26.png,10750
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_27.png,E410BO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_28.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_29.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_30.png,3419076BGO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_31.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_32.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_33.png,10750
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_34.png,E410BO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_35.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_36.png,5
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_37.png,3419076CFO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_38.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_39.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_40.png,10750
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_41.png,E410BO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_42.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_43.png,6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_44.png,3419076BBO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_45.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_46.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_47.png,10750
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_48.png,E410BO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_49.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_50.png,7
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_51.png,3419076CDO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_52.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_53.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_54.png,10750
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_55.png,E410BO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_56.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_57.png,8
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_58.png,3419076CBO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_59.png,20
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_60.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_61.png,10750
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_62.png,E410BO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data14\cell_63.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_8.png,1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_9.png,3419409ACE
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_10.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_11.png,2000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_12.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_13.png,E250BR
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_14.png,04
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_15.png,2
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_16.png,3419412BCD
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_17.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_18.png,2000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_19.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_20.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_21.png,03
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_22.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_23.png,2419694ECC
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_24.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_25.png,2000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_26.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_27.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_28.png,07
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_29.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_30.png,2419694ECB
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_31.png,10
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_32.png,2000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_33.png,12000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_34.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data16\cell_35.png,09
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_8.png,1
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_10.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_11.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_12.png,6000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_13.png,E410C
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_14.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_15.png,2
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_17.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_18.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_19.png,6000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_20.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_21.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_22.png,3
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_23.png,2419852BKO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_24.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_25.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_26.png,6000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_27.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_28.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_29.png,4
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_30.png,2419852BLO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_31.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_32.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_33.png,6000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_34.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_35.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_36.png,5
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_37.png,2419850EAO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_38.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_39.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_40.png,6000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_41.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_42.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_43.png,6
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_44.png,2419850EBO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_45.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_46.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_47.png,6000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_48.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_49.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_50.png,7
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_51.png,2419851DKO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_52.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_53.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_54.png,6000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_55.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_56.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_57.png,8
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_58.png,2419851DLO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_59.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_60.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_61.png,6000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_62.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_63.png,01
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_64.png,9
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_65.png,2419852AKO
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_66.png,18
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_67.png,2500
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_68.png,6000
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_69.png,text
D:\MAIN\MEMORY_STACK\scanToText\TROCR\data\data18\cell_70.png,01
